Point	X	Y	Z
2384	0.09 cm	0.286 cm	0.118 cm
2385	0.092 cm	0.286 cm	0.12 cm
2386	0.089 cm	0.287 cm	0.117 cm
2387	0.091 cm	0.287 cm	0.115 cm
2388	0.092 cm	0.286 cm	0.116 cm
2389	0.088 cm	0.288 cm	0.116 cm
2390	0.09 cm	0.288 cm	0.114 cm
2391	0.091 cm	0.287 cm	0.112 cm
2392	0.092 cm	0.287 cm	0.113 cm
2393	0.12 cm	0.345 cm	0.105 cm
2394	0.121 cm	0.343 cm	0.104 cm
2395	0.119 cm	0.343 cm	0.103 cm
2396	0.119 cm	0.345 cm	0.104 cm
2397	0.118 cm	0.347 cm	0.105 cm
2398	0.12 cm	0.346 cm	0.106 cm
2399	0.121 cm	0.346 cm	0.108 cm
2400	0.121 cm	0.344 cm	0.106 cm
2401	0.12 cm	0.348 cm	0.109 cm
2402	0.121 cm	0.346 cm	0.11 cm
2403	0.121 cm	0.345 cm	0.109 cm
2404	0.12 cm	0.348 cm	0.112 cm
2405	0.12 cm	0.347 cm	0.113 cm
2406	0.121 cm	0.345 cm	0.112 cm
2407	0.119 cm	0.349 cm	0.114 cm
2408	0.119 cm	0.347 cm	0.116 cm
2409	0.12 cm	0.346 cm	0.115 cm
2410	0.118 cm	0.349 cm	0.117 cm
2411	0.118 cm	0.348 cm	0.118 cm
2412	0.118 cm	0.346 cm	0.117 cm
2413	0.117 cm	0.35 cm	0.12 cm
2414	0.116 cm	0.348 cm	0.121 cm
2415	0.117 cm	0.346 cm	0.12 cm
2416	0.116 cm	0.35 cm	0.122 cm
2417	0.115 cm	0.348 cm	0.124 cm
2418	0.116 cm	0.346 cm	0.122 cm
2419	0.114 cm	0.35 cm	0.125 cm
2420	0.114 cm	0.348 cm	0.126 cm
2421	0.115 cm	0.346 cm	0.125 cm
2422	0.113 cm	0.35 cm	0.128 cm
2423	0.113 cm	0.348 cm	0.129 cm
2424	0.114 cm	0.347 cm	0.128 cm
2425	0.112 cm	0.349 cm	0.13 cm
2426	0.111 cm	0.348 cm	0.131 cm
2427	0.112 cm	0.346 cm	0.13 cm
2428	0.11 cm	0.349 cm	0.133 cm
2429	0.109 cm	0.347 cm	0.134 cm
2430	0.11 cm	0.346 cm	0.133 cm
2431	0.108 cm	0.349 cm	0.135 cm
2432	0.107 cm	0.347 cm	0.136 cm
2433	0.108 cm	0.346 cm	0.135 cm
2434	0.106 cm	0.349 cm	0.137 cm
2435	0.105 cm	0.347 cm	0.138 cm
2436	0.106 cm	0.345 cm	0.137 cm
2437	0.104 cm	0.348 cm	0.139 cm
2438	0.103 cm	0.346 cm	0.141 cm
2439	0.104 cm	0.345 cm	0.139 cm
2440	0.102 cm	0.348 cm	0.142 cm
2441	0.101 cm	0.346 cm	0.143 cm
2442	0.102 cm	0.344 cm	0.142 cm
2443	0.099 cm	0.347 cm	0.144 cm
2444	0.098 cm	0.345 cm	0.144 cm
2445	0.1 cm	0.344 cm	0.143 cm
2446	0.097 cm	0.347 cm	0.145 cm
2447	0.096 cm	0.345 cm	0.146 cm
2448	0.097 cm	0.343 cm	0.145 cm
2449	0.094 cm	0.343 cm	0.147 cm
2450	0.096 cm	0.341 cm	0.146 cm
2451	0.093 cm	0.341 cm	0.147 cm
2452	0.094 cm	0.339 cm	0.146 cm
2453	0.091 cm	0.339 cm	0.148 cm
2454	0.093 cm	0.337 cm	0.147 cm
2455	0.09 cm	0.341 cm	0.148 cm
2456	0.088 cm	0.339 cm	0.149 cm
2457	0.09 cm	0.337 cm	0.148 cm
2458	0.087 cm	0.341 cm	0.15 cm
2459	0.085 cm	0.34 cm	0.15 cm
2460	0.087 cm	0.338 cm	0.149 cm
2461	0.084 cm	0.338 cm	0.151 cm
2462	0.085 cm	0.336 cm	0.15 cm
2463	0.082 cm	0.34 cm	0.151 cm
2464	0.08 cm	0.339 cm	0.152 cm
2465	0.082 cm	0.337 cm	0.151 cm
2466	0.079 cm	0.338 cm	0.152 cm
2467	0.08 cm	0.335 cm	0.151 cm
2468	0.077 cm	0.336 cm	0.152 cm
2469	0.079 cm	0.334 cm	0.151 cm
2470	0.075 cm	0.339 cm	0.152 cm
2471	0.073 cm	0.337 cm	0.152 cm
2472	0.075 cm	0.335 cm	0.152 cm
2473	0.072 cm	0.34 cm	0.152 cm
2474	0.07 cm	0.338 cm	0.152 cm
2475	0.072 cm	0.336 cm	0.152 cm
2476	0.068 cm	0.337 cm	0.152 cm
2477	0.07 cm	0.334 cm	0.152 cm
2478	0.066 cm	0.335 cm	0.151 cm
2479	0.068 cm	0.333 cm	0.151 cm
2480	0.065 cm	0.334 cm	0.151 cm
2481	0.067 cm	0.331 cm	0.151 cm
2482	0.063 cm	0.332 cm	0.15 cm
2483	0.065 cm	0.33 cm	0.15 cm
2484	0.067 cm	0.328 cm	0.15 cm
2485	0.069 cm	0.329 cm	0.15 cm
2486	0.069 cm	0.325 cm	0.149 cm
2487	0.071 cm	0.327 cm	0.15 cm
2488	0.067 cm	0.324 cm	0.149 cm
2489	0.069 cm	0.322 cm	0.149 cm
2490	0.071 cm	0.323 cm	0.149 cm
2491	0.068 cm	0.32 cm	0.148 cm
2492	0.07 cm	0.318 cm	0.148 cm
2493	0.071 cm	0.319 cm	0.148 cm
2494	0.068 cm	0.317 cm	0.147 cm
2495	0.07 cm	0.314 cm	0.147 cm
2496	0.072 cm	0.316 cm	0.147 cm
2497	0.069 cm	0.313 cm	0.146 cm
2498	0.071 cm	0.311 cm	0.146 cm
2499	0.072 cm	0.312 cm	0.147 cm
2500	0.07 cm	0.31 cm	0.145 cm
2501	0.072 cm	0.307 cm	0.144 cm
2502	0.073 cm	0.308 cm	0.145 cm
2503	0.07 cm	0.306 cm	0.143 cm
2504	0.072 cm	0.304 cm	0.143 cm
2505	0.073 cm	0.304 cm	0.144 cm
2506	0.071 cm	0.303 cm	0.141 cm
2507	0.073 cm	0.3 cm	0.141 cm
2508	0.074 cm	0.301 cm	0.142 cm
2509	0.074 cm	0.298 cm	0.139 cm
2510	0.076 cm	0.298 cm	0.141 cm
2511	0.076 cm	0.295 cm	0.138 cm
2512	0.078 cm	0.296 cm	0.139 cm
2513	0.078 cm	0.293 cm	0.136 cm
2514	0.08 cm	0.293 cm	0.137 cm
2515	0.081 cm	0.291 cm	0.135 cm
2516	0.082 cm	0.292 cm	0.136 cm
2517	0.083 cm	0.289 cm	0.133 cm
2518	0.084 cm	0.29 cm	0.134 cm
2519	0.086 cm	0.288 cm	0.131 cm
2520	0.087 cm	0.289 cm	0.132 cm
2521	0.088 cm	0.287 cm	0.129 cm
2522	0.089 cm	0.288 cm	0.13 cm
2523	0.09 cm	0.287 cm	0.127 cm
2524	0.091 cm	0.288 cm	0.128 cm
2525	0.092 cm	0.287 cm	0.124 cm
2526	0.093 cm	0.287 cm	0.126 cm
2527	0.094 cm	0.286 cm	0.122 cm
2528	0.095 cm	0.287 cm	0.124 cm
2529	0.093 cm	0.286 cm	0.121 cm
2530	0.095 cm	0.286 cm	0.119 cm
2531	0.096 cm	0.286 cm	0.12 cm
2532	0.093 cm	0.286 cm	0.118 cm
2533	0.095 cm	0.286 cm	0.116 cm
2534	0.096 cm	0.286 cm	0.117 cm
2535	0.094 cm	0.286 cm	0.114 cm
2536	0.095 cm	0.286 cm	0.113 cm
2537	0.097 cm	0.286 cm	0.114 cm
2538	0.094 cm	0.286 cm	0.111 cm
2539	0.096 cm	0.286 cm	0.109 cm
2540	0.097 cm	0.286 cm	0.111 cm
2541	0.093 cm	0.287 cm	0.11 cm
2542	0.094 cm	0.287 cm	0.108 cm
2543	0.096 cm	0.287 cm	0.107 cm
2544	0.097 cm	0.286 cm	0.108 cm
2545	0.122 cm	0.339 cm	0.102 cm
2546	0.122 cm	0.337 cm	0.101 cm
2547	0.121 cm	0.337 cm	0.099 cm
2548	0.12 cm	0.339 cm	0.1 cm
2549	0.12 cm	0.341 cm	0.101 cm
2550	0.121 cm	0.341 cm	0.103 cm
2551	0.122 cm	0.34 cm	0.104 cm
2552	0.123 cm	0.338 cm	0.103 cm
2553	0.122 cm	0.342 cm	0.105 cm
2554	0.122 cm	0.341 cm	0.107 cm
2555	0.123 cm	0.339 cm	0.106 cm
2556	0.122 cm	0.343 cm	0.108 cm
2557	0.122 cm	0.341 cm	0.11 cm
2558	0.122 cm	0.34 cm	0.108 cm
2559	0.121 cm	0.343 cm	0.111 cm
2560	0.121 cm	0.342 cm	0.112 cm
2561	0.122 cm	0.34 cm	0.111 cm
2562	0.12 cm	0.344 cm	0.114 cm
2563	0.12 cm	0.342 cm	0.115 cm
2564	0.121 cm	0.34 cm	0.114 cm
2565	0.119 cm	0.344 cm	0.116 cm
2566	0.119 cm	0.343 cm	0.118 cm
2567	0.119 cm	0.341 cm	0.117 cm
2568	0.118 cm	0.344 cm	0.119 cm
2569	0.118 cm	0.343 cm	0.12 cm
2570	0.118 cm	0.341 cm	0.119 cm
2571	0.117 cm	0.345 cm	0.121 cm
2572	0.117 cm	0.343 cm	0.123 cm
2573	0.117 cm	0.341 cm	0.122 cm
2574	0.116 cm	0.345 cm	0.124 cm
2575	0.116 cm	0.343 cm	0.125 cm
2576	0.116 cm	0.342 cm	0.124 cm
2577	0.115 cm	0.345 cm	0.127 cm
2578	0.114 cm	0.343 cm	0.128 cm
2579	0.115 cm	0.342 cm	0.127 cm
2580	0.113 cm	0.345 cm	0.129 cm
2581	0.112 cm	0.343 cm	0.13 cm
2582	0.113 cm	0.342 cm	0.129 cm
2583	0.111 cm	0.345 cm	0.132 cm
2584	0.11 cm	0.343 cm	0.133 cm
2585	0.112 cm	0.342 cm	0.132 cm
2586	0.109 cm	0.344 cm	0.134 cm
2587	0.109 cm	0.342 cm	0.135 cm
2588	0.11 cm	0.341 cm	0.134 cm
2589	0.107 cm	0.344 cm	0.136 cm
2590	0.107 cm	0.342 cm	0.137 cm
2591	0.108 cm	0.341 cm	0.136 cm
2592	0.105 cm	0.343 cm	0.138 cm
2593	0.104 cm	0.342 cm	0.139 cm
2594	0.106 cm	0.34 cm	0.138 cm
2595	0.103 cm	0.343 cm	0.14 cm
2596	0.102 cm	0.341 cm	0.141 cm
2597	0.103 cm	0.34 cm	0.14 cm
2598	0.101 cm	0.342 cm	0.142 cm
2599	0.1 cm	0.34 cm	0.143 cm
2600	0.101 cm	0.339 cm	0.142 cm
2601	0.098 cm	0.342 cm	0.144 cm
2602	0.097 cm	0.34 cm	0.145 cm
2603	0.098 cm	0.338 cm	0.144 cm
2604	0.096 cm	0.338 cm	0.145 cm
2605	0.097 cm	0.336 cm	0.144 cm
2606	0.094 cm	0.336 cm	0.146 cm
2607	0.095 cm	0.334 cm	0.144 cm
2608	0.093 cm	0.334 cm	0.146 cm
2609	0.094 cm	0.332 cm	0.145 cm
2610	0.091 cm	0.336 cm	0.147 cm
2611	0.09 cm	0.334 cm	0.147 cm
2612	0.091 cm	0.332 cm	0.146 cm
2613	0.088 cm	0.336 cm	0.148 cm
2614	0.087 cm	0.334 cm	0.149 cm
2615	0.088 cm	0.332 cm	0.148 cm
2616	0.085 cm	0.333 cm	0.149 cm
2617	0.087 cm	0.33 cm	0.148 cm
2618	0.084 cm	0.335 cm	0.15 cm
2619	0.082 cm	0.333 cm	0.15 cm
2620	0.084 cm	0.331 cm	0.149 cm
2621	0.08 cm	0.332 cm	0.15 cm
2622	0.082 cm	0.33 cm	0.149 cm
2623	0.079 cm	0.33 cm	0.15 cm
2624	0.08 cm	0.328 cm	0.149 cm
2625	0.077 cm	0.332 cm	0.151 cm
2626	0.075 cm	0.331 cm	0.151 cm
2627	0.077 cm	0.329 cm	0.15 cm
2628	0.074 cm	0.333 cm	0.151 cm
2629	0.072 cm	0.332 cm	0.151 cm
2630	0.074 cm	0.33 cm	0.15 cm
2631	0.07 cm	0.331 cm	0.151 cm
2632	0.072 cm	0.328 cm	0.15 cm
2633	0.074 cm	0.326 cm	0.149 cm
2634	0.076 cm	0.327 cm	0.15 cm
2635	0.072 cm	0.324 cm	0.149 cm
2636	0.074 cm	0.322 cm	0.149 cm
2637	0.076 cm	0.324 cm	0.149 cm
2638	0.073 cm	0.321 cm	0.148 cm
2639	0.075 cm	0.318 cm	0.148 cm
2640	0.076 cm	0.32 cm	0.148 cm
2641	0.073 cm	0.317 cm	0.148 cm
2642	0.075 cm	0.314 cm	0.147 cm
2643	0.076 cm	0.316 cm	0.147 cm
2644	0.074 cm	0.313 cm	0.147 cm
2645	0.076 cm	0.311 cm	0.146 cm
2646	0.077 cm	0.312 cm	0.146 cm
2647	0.074 cm	0.309 cm	0.146 cm
2648	0.076 cm	0.307 cm	0.145 cm
2649	0.078 cm	0.308 cm	0.145 cm
2650	0.075 cm	0.305 cm	0.145 cm
2651	0.077 cm	0.303 cm	0.144 cm
2652	0.078 cm	0.304 cm	0.144 cm
2653	0.075 cm	0.302 cm	0.143 cm
2654	0.077 cm	0.299 cm	0.142 cm
2655	0.079 cm	0.3 cm	0.142 cm
2656	0.079 cm	0.297 cm	0.14 cm
2657	0.08 cm	0.298 cm	0.141 cm
2658	0.081 cm	0.295 cm	0.138 cm
2659	0.082 cm	0.296 cm	0.139 cm
2660	0.083 cm	0.293 cm	0.137 cm
2661	0.084 cm	0.294 cm	0.137 cm
2662	0.085 cm	0.291 cm	0.135 cm
2663	0.086 cm	0.293 cm	0.136 cm
2664	0.088 cm	0.29 cm	0.133 cm
2665	0.089 cm	0.292 cm	0.134 cm
2666	0.09 cm	0.289 cm	0.131 cm
2667	0.091 cm	0.291 cm	0.132 cm
2668	0.092 cm	0.289 cm	0.129 cm
2669	0.093 cm	0.29 cm	0.13 cm
2670	0.094 cm	0.289 cm	0.127 cm
2671	0.095 cm	0.29 cm	0.128 cm
2672	0.096 cm	0.288 cm	0.125 cm
2673	0.097 cm	0.29 cm	0.126 cm
2674	0.098 cm	0.288 cm	0.123 cm
2675	0.099 cm	0.29 cm	0.124 cm
2676	0.097 cm	0.287 cm	0.122 cm
2677	0.099 cm	0.287 cm	0.12 cm
2678	0.1 cm	0.288 cm	0.121 cm
2679	0.098 cm	0.286 cm	0.119 cm
2680	0.1 cm	0.286 cm	0.117 cm
2681	0.101 cm	0.287 cm	0.118 cm
2682	0.098 cm	0.286 cm	0.116 cm
2683	0.1 cm	0.286 cm	0.114 cm
2684	0.101 cm	0.286 cm	0.115 cm
2685	0.098 cm	0.286 cm	0.112 cm
2686	0.1 cm	0.286 cm	0.111 cm
2687	0.102 cm	0.286 cm	0.112 cm
2688	0.099 cm	0.286 cm	0.109 cm
2689	0.1 cm	0.286 cm	0.108 cm
2690	0.102 cm	0.286 cm	0.109 cm
2691	0.099 cm	0.287 cm	0.106 cm
2692	0.1 cm	0.287 cm	0.105 cm
2693	0.102 cm	0.286 cm	0.106 cm
2694	0.098 cm	0.287 cm	0.105 cm
2695	0.099 cm	0.288 cm	0.104 cm
2696	0.101 cm	0.288 cm	0.102 cm
2697	0.102 cm	0.287 cm	0.103 cm
2698	0.123 cm	0.333 cm	0.098 cm
2699	0.123 cm	0.331 cm	0.097 cm
2700	0.122 cm	0.332 cm	0.096 cm
2701	0.121 cm	0.333 cm	0.097 cm
2702	0.121 cm	0.335 cm	0.098 cm
2703	0.123 cm	0.335 cm	0.099 cm
2704	0.123 cm	0.334 cm	0.101 cm
2705	0.124 cm	0.332 cm	0.1 cm
2706	0.123 cm	0.336 cm	0.102 cm
2707	0.123 cm	0.335 cm	0.104 cm
2708	0.124 cm	0.333 cm	0.103 cm
2709	0.123 cm	0.337 cm	0.105 cm
2710	0.123 cm	0.336 cm	0.106 cm
2711	0.124 cm	0.334 cm	0.105 cm
2712	0.123 cm	0.338 cm	0.107 cm
2713	0.123 cm	0.336 cm	0.109 cm
2714	0.123 cm	0.334 cm	0.108 cm
2715	0.122 cm	0.338 cm	0.11 cm
2716	0.122 cm	0.337 cm	0.112 cm
2717	0.122 cm	0.335 cm	0.111 cm
2718	0.121 cm	0.339 cm	0.113 cm
2719	0.121 cm	0.337 cm	0.114 cm
2720	0.121 cm	0.335 cm	0.113 cm
2721	0.12 cm	0.339 cm	0.115 cm
2722	0.12 cm	0.337 cm	0.117 cm
2723	0.12 cm	0.336 cm	0.116 cm
2724	0.119 cm	0.339 cm	0.118 cm
2725	0.119 cm	0.338 cm	0.12 cm
2726	0.119 cm	0.336 cm	0.118 cm
2727	0.118 cm	0.34 cm	0.121 cm
2728	0.118 cm	0.338 cm	0.122 cm
2729	0.118 cm	0.336 cm	0.121 cm
2730	0.117 cm	0.34 cm	0.123 cm
2731	0.117 cm	0.338 cm	0.125 cm
2732	0.117 cm	0.337 cm	0.124 cm
2733	0.116 cm	0.34 cm	0.126 cm
2734	0.115 cm	0.339 cm	0.127 cm
2735	0.116 cm	0.337 cm	0.126 cm
2736	0.114 cm	0.34 cm	0.128 cm
2737	0.114 cm	0.339 cm	0.13 cm
2738	0.115 cm	0.337 cm	0.129 cm
2739	0.113 cm	0.34 cm	0.131 cm
2740	0.112 cm	0.338 cm	0.132 cm
2741	0.113 cm	0.337 cm	0.131 cm
2742	0.111 cm	0.34 cm	0.133 cm
2743	0.11 cm	0.338 cm	0.134 cm
2744	0.111 cm	0.337 cm	0.133 cm
2745	0.109 cm	0.339 cm	0.135 cm
2746	0.108 cm	0.338 cm	0.136 cm
2747	0.109 cm	0.336 cm	0.135 cm
2748	0.107 cm	0.339 cm	0.137 cm
2749	0.106 cm	0.337 cm	0.138 cm
2750	0.107 cm	0.336 cm	0.137 cm
2751	0.105 cm	0.338 cm	0.139 cm
2752	0.103 cm	0.336 cm	0.14 cm
2753	0.104 cm	0.335 cm	0.139 cm
2754	0.102 cm	0.338 cm	0.141 cm
2755	0.101 cm	0.335 cm	0.141 cm
2756	0.102 cm	0.334 cm	0.14 cm
2757	0.1 cm	0.337 cm	0.143 cm
2758	0.098 cm	0.335 cm	0.143 cm
2759	0.099 cm	0.333 cm	0.142 cm
2760	0.097 cm	0.333 cm	0.143 cm
2761	0.098 cm	0.331 cm	0.142 cm
2762	0.095 cm	0.331 cm	0.144 cm
2763	0.096 cm	0.329 cm	0.142 cm
2764	0.094 cm	0.329 cm	0.144 cm
2765	0.095 cm	0.327 cm	0.143 cm
2766	0.093 cm	0.33 cm	0.145 cm
2767	0.091 cm	0.328 cm	0.146 cm
2768	0.092 cm	0.327 cm	0.145 cm
2769	0.09 cm	0.33 cm	0.147 cm
2770	0.088 cm	0.328 cm	0.147 cm
2771	0.09 cm	0.326 cm	0.146 cm
2772	0.087 cm	0.327 cm	0.147 cm
2773	0.088 cm	0.325 cm	0.147 cm
2774	0.085 cm	0.329 cm	0.148 cm
2775	0.084 cm	0.327 cm	0.149 cm
2776	0.085 cm	0.325 cm	0.148 cm
2777	0.082 cm	0.326 cm	0.148 cm
2778	0.084 cm	0.324 cm	0.148 cm
2779	0.08 cm	0.324 cm	0.148 cm
2780	0.082 cm	0.322 cm	0.147 cm
2781	0.079 cm	0.327 cm	0.149 cm
2782	0.077 cm	0.325 cm	0.149 cm
2783	0.079 cm	0.323 cm	0.148 cm
2784	0.077 cm	0.321 cm	0.148 cm
2785	0.079 cm	0.319 cm	0.147 cm
2786	0.081 cm	0.321 cm	0.147 cm
2787	0.078 cm	0.317 cm	0.147 cm
2788	0.08 cm	0.315 cm	0.146 cm
2789	0.081 cm	0.317 cm	0.146 cm
2790	0.078 cm	0.313 cm	0.146 cm
2791	0.08 cm	0.311 cm	0.145 cm
2792	0.081 cm	0.313 cm	0.145 cm
2793	0.079 cm	0.309 cm	0.145 cm
2794	0.081 cm	0.307 cm	0.144 cm
2795	0.082 cm	0.309 cm	0.144 cm
2796	0.079 cm	0.305 cm	0.144 cm
2797	0.081 cm	0.303 cm	0.143 cm
2798	0.082 cm	0.305 cm	0.143 cm
2799	0.08 cm	0.301 cm	0.143 cm
2800	0.082 cm	0.299 cm	0.141 cm
2801	0.083 cm	0.301 cm	0.141 cm
2802	0.084 cm	0.297 cm	0.139 cm
2803	0.085 cm	0.299 cm	0.14 cm
2804	0.085 cm	0.296 cm	0.138 cm
2805	0.087 cm	0.298 cm	0.138 cm
2806	0.088 cm	0.295 cm	0.136 cm
2807	0.089 cm	0.296 cm	0.136 cm
2808	0.09 cm	0.293 cm	0.134 cm
2809	0.091 cm	0.295 cm	0.135 cm
2810	0.092 cm	0.293 cm	0.133 cm
2811	0.093 cm	0.295 cm	0.133 cm
2812	0.094 cm	0.292 cm	0.131 cm
2813	0.095 cm	0.294 cm	0.131 cm
2814	0.096 cm	0.292 cm	0.129 cm
2815	0.097 cm	0.294 cm	0.129 cm
2816	0.098 cm	0.291 cm	0.127 cm
2817	0.098 cm	0.293 cm	0.127 cm
2818	0.1 cm	0.291 cm	0.125 cm
2819	0.1 cm	0.293 cm	0.126 cm
2820	0.101 cm	0.291 cm	0.123 cm
2821	0.102 cm	0.293 cm	0.124 cm
2822	0.101 cm	0.29 cm	0.122 cm
2823	0.103 cm	0.29 cm	0.121 cm
2824	0.103 cm	0.291 cm	0.122 cm
2825	0.102 cm	0.288 cm	0.12 cm
2826	0.104 cm	0.288 cm	0.118 cm
2827	0.104 cm	0.29 cm	0.119 cm
2828	0.103 cm	0.287 cm	0.117 cm
2829	0.104 cm	0.287 cm	0.115 cm
2830	0.105 cm	0.288 cm	0.116 cm
2831	0.103 cm	0.286 cm	0.114 cm
2832	0.105 cm	0.286 cm	0.112 cm
2833	0.106 cm	0.287 cm	0.114 cm
2834	0.103 cm	0.286 cm	0.111 cm
2835	0.105 cm	0.286 cm	0.109 cm
2836	0.106 cm	0.287 cm	0.111 cm
2837	0.103 cm	0.286 cm	0.108 cm
2838	0.105 cm	0.286 cm	0.106 cm
2839	0.107 cm	0.286 cm	0.108 cm
2840	0.104 cm	0.286 cm	0.105 cm
2841	0.105 cm	0.287 cm	0.103 cm
2842	0.107 cm	0.286 cm	0.105 cm
2843	0.104 cm	0.287 cm	0.102 cm
2844	0.105 cm	0.287 cm	0.1 cm
2845	0.107 cm	0.287 cm	0.102 cm
2846	0.102 cm	0.288 cm	0.101 cm
2847	0.104 cm	0.288 cm	0.099 cm
2848	0.106 cm	0.288 cm	0.098 cm
2849	0.107 cm	0.288 cm	0.099 cm
2850	0.124 cm	0.327 cm	0.095 cm
2851	0.124 cm	0.325 cm	0.094 cm
2852	0.123 cm	0.326 cm	0.092 cm
2853	0.123 cm	0.328 cm	0.094 cm
2854	0.122 cm	0.33 cm	0.095 cm
2855	0.124 cm	0.329 cm	0.096 cm
2856	0.125 cm	0.328 cm	0.098 cm
2857	0.125 cm	0.326 cm	0.096 cm
2858	0.124 cm	0.33 cm	0.099 cm
2859	0.125 cm	0.329 cm	0.1 cm
2860	0.125 cm	0.327 cm	0.099 cm
2861	0.124 cm	0.331 cm	0.101 cm
2862	0.125 cm	0.329 cm	0.103 cm
2863	0.125 cm	0.327 cm	0.102 cm
2864	0.124 cm	0.332 cm	0.104 cm
2865	0.124 cm	0.33 cm	0.106 cm
2866	0.125 cm	0.328 cm	0.105 cm
2867	0.123 cm	0.332 cm	0.107 cm
2868	0.123 cm	0.331 cm	0.108 cm
2869	0.124 cm	0.329 cm	0.107 cm
2870	0.123 cm	0.333 cm	0.109 cm
2871	0.122 cm	0.332 cm	0.111 cm
2872	0.123 cm	0.33 cm	0.11 cm
2873	0.122 cm	0.333 cm	0.112 cm
2874	0.122 cm	0.332 cm	0.114 cm
2875	0.122 cm	0.33 cm	0.112 cm
2876	0.121 cm	0.334 cm	0.115 cm
2877	0.121 cm	0.332 cm	0.116 cm
2878	0.121 cm	0.331 cm	0.115 cm
2879	0.12 cm	0.334 cm	0.117 cm
2880	0.12 cm	0.333 cm	0.119 cm
2881	0.12 cm	0.331 cm	0.118 cm
2882	0.119 cm	0.334 cm	0.12 cm
2883	0.119 cm	0.333 cm	0.121 cm
2884	0.119 cm	0.331 cm	0.12 cm
2885	0.118 cm	0.335 cm	0.123 cm
2886	0.118 cm	0.333 cm	0.124 cm
2887	0.118 cm	0.332 cm	0.123 cm
2888	0.117 cm	0.335 cm	0.125 cm
2889	0.116 cm	0.334 cm	0.126 cm
2890	0.117 cm	0.332 cm	0.125 cm
2891	0.116 cm	0.336 cm	0.128 cm
2892	0.115 cm	0.334 cm	0.129 cm
2893	0.116 cm	0.332 cm	0.128 cm
2894	0.114 cm	0.336 cm	0.13 cm
2895	0.113 cm	0.334 cm	0.131 cm
2896	0.114 cm	0.333 cm	0.13 cm
2897	0.112 cm	0.335 cm	0.132 cm
2898	0.111 cm	0.334 cm	0.133 cm
2899	0.112 cm	0.332 cm	0.132 cm
2900	0.11 cm	0.335 cm	0.134 cm
2901	0.109 cm	0.333 cm	0.135 cm
2902	0.11 cm	0.332 cm	0.134 cm
2903	0.108 cm	0.334 cm	0.136 cm
2904	0.107 cm	0.333 cm	0.137 cm
2905	0.108 cm	0.331 cm	0.136 cm
2906	0.106 cm	0.334 cm	0.138 cm
2907	0.104 cm	0.332 cm	0.138 cm
2908	0.105 cm	0.331 cm	0.137 cm
2909	0.103 cm	0.333 cm	0.139 cm
2910	0.102 cm	0.331 cm	0.14 cm
2911	0.103 cm	0.33 cm	0.139 cm
2912	0.1 cm	0.332 cm	0.141 cm
2913	0.099 cm	0.33 cm	0.141 cm
2914	0.1 cm	0.329 cm	0.14 cm
2915	0.097 cm	0.328 cm	0.141 cm
2916	0.099 cm	0.327 cm	0.14 cm
2917	0.096 cm	0.326 cm	0.142 cm
2918	0.097 cm	0.324 cm	0.141 cm
2919	0.095 cm	0.323 cm	0.142 cm
2920	0.096 cm	0.322 cm	0.141 cm
2921	0.094 cm	0.325 cm	0.143 cm
2922	0.092 cm	0.323 cm	0.144 cm
2923	0.094 cm	0.321 cm	0.143 cm
2924	0.091 cm	0.325 cm	0.145 cm
2925	0.09 cm	0.323 cm	0.146 cm
2926	0.091 cm	0.321 cm	0.144 cm
2927	0.088 cm	0.321 cm	0.146 cm
2928	0.09 cm	0.319 cm	0.145 cm
2929	0.087 cm	0.323 cm	0.147 cm
2930	0.085 cm	0.321 cm	0.147 cm
2931	0.087 cm	0.319 cm	0.146 cm
2932	0.084 cm	0.32 cm	0.147 cm
2933	0.085 cm	0.318 cm	0.146 cm
2934	0.082 cm	0.318 cm	0.146 cm
2935	0.084 cm	0.316 cm	0.146 cm
2936	0.083 cm	0.314 cm	0.146 cm
2937	0.084 cm	0.312 cm	0.145 cm
2938	0.086 cm	0.314 cm	0.145 cm
2939	0.083 cm	0.31 cm	0.144 cm
2940	0.085 cm	0.308 cm	0.143 cm
2941	0.086 cm	0.31 cm	0.143 cm
2942	0.084 cm	0.306 cm	0.143 cm
2943	0.085 cm	0.304 cm	0.142 cm
2944	0.086 cm	0.306 cm	0.142 cm
2945	0.084 cm	0.303 cm	0.142 cm
2946	0.086 cm	0.301 cm	0.14 cm
2947	0.087 cm	0.303 cm	0.14 cm
2948	0.088 cm	0.299 cm	0.138 cm
2949	0.089 cm	0.301 cm	0.139 cm
2950	0.09 cm	0.298 cm	0.137 cm
2951	0.091 cm	0.3 cm	0.137 cm
2952	0.091 cm	0.297 cm	0.135 cm
2953	0.092 cm	0.299 cm	0.135 cm
2954	0.093 cm	0.296 cm	0.133 cm
2955	0.094 cm	0.298 cm	0.134 cm
2956	0.095 cm	0.296 cm	0.132 cm
2957	0.096 cm	0.298 cm	0.132 cm
2958	0.097 cm	0.295 cm	0.13 cm
2959	0.098 cm	0.297 cm	0.13 cm
2960	0.099 cm	0.295 cm	0.128 cm
2961	0.1 cm	0.297 cm	0.129 cm
2962	0.101 cm	0.295 cm	0.126 cm
2963	0.101 cm	0.297 cm	0.127 cm
2964	0.103 cm	0.295 cm	0.125 cm
2965	0.103 cm	0.297 cm	0.126 cm
